,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords
0,0,108,404,91,31, राज्य सभा,21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': 'राज्य', 'conf': 96, 'text_left': 1126, 'text_top': 334, 'text_width': 125, 'text_height': 42}, {'text': 'सभा', 'conf': 95, 'text_left': 1265, 'text_top': 333, 'text_width': 105, 'text_height': 43}]",0,108,108,548,31," सभा में 7 अन्य पूर्व सदस्यों सहित श्री अटल बिहारी वाजपेयी, पूर्व",21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': 'सभा', 'conf': 94, 'text_left': 320, 'text_top': 333, 'text_width': 103, 'text_height': 42}, {'text': 'में', 'conf': 93, 'text_left': 438, 'text_top': 315, 'text_width': 39, 'text_height': 60}, {'text': '7', 'conf': 0, 'text_left': 496, 'text_top': 334, 'text_width': 47, 'text_height': 77}, {'text': 'अन्य', 'conf': 82, 'text_left': 562, 'text_top': 334, 'text_width': 108, 'text_height': 41}, {'text': 'पूर्व', 'conf': 95, 'text_left': 685, 'text_top': 315, 'text_width': 72, 'text_height': 96}, {'text': 'सदस्यों', 'conf': 83, 'text_left': 771, 'text_top': 315, 'text_width': 173, 'text_height': 62}, {'text': 'सहित', 'conf': 96, 'text_left': 959, 'text_top': 316, 'text_width': 139, 'text_height': 95}, {'text': 'श्री', 'conf': 96, 'text_left': 1116, 'text_top': 317, 'text_width': 60, 'text_height': 58}, {'text': 'अटल', 'conf': 96, 'text_left': 1192, 'text_top': 334, 'text_width': 133, 'text_height': 41}, {'text': 'बिहारी', 'conf': 95, 'text_left': 1339, 'text_top': 316, 'text_width': 155, 'text_height': 62}, {'text': 'वाजपेयी,', 'conf': 96, 'text_left': 1509, 'text_top': 315, 'text_width': 195, 'text_height': 96}, {'text': 'पूर्व', 'conf': 95, 'text_left': 1710, 'text_top': 315, 'text_width': 103, 'text_height': 79}]"
1,1,158,339,221,31, विदाई उद्वार - 247वां सत्र,21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,"{""index"":{""0"":0,""1"":1,""2"":2},""xml_index"":{""0"":1,""1"":2,""2"":3},""text_top"":{""0"":158,""1"":158,""2"":158},""text_left"":{""0"":339,""1"":465,""2"":499},""text_width"":{""0"":126,""1"":34,""2"":61},""text_height"":{""0"":31,""1"":31,""2"":31},""text"":{""0"":""\u093f\u0935\u0926\u093e\u0908 \u0909\ufffd\u093e\u0930 - "",""1"":""247"",""2"":""\u0935\u093e\u0902 \u0938\ufffd ""},""font_size"":{""0"":21,""1"":21,""2"":21},""font_family"":{""0"":""TJEQHC+DVOTYogeshNormal"",""1"":""MBSANQ+DVOTYogeshNormal"",""2"":""TJEQHC+DVOTYogeshNormal""},""font_color"":{""0"":""#000000"",""1"":""#000000"",""2"":""#000000""},""attrib"":{""0"":"""",""1"":"""",""2"":""""},""font_family_updated"":{""0"":""DVOTYogeshNormal"",""1"":""DVOTYogeshNormal"",""2"":""DVOTYogeshNormal""},""font_size_updated"":{""0"":19,""1"":19,""2"":19}}","[{'text': 'विदाई', 'conf': 93, 'text_left': 945, 'text_top': 455, 'text_width': 149, 'text_height': 72}, {'text': 'उद्वार', 'conf': 43, 'text_left': 1108, 'text_top': 475, 'text_width': 134, 'text_height': 45}, {'text': '-', 'conf': 89, 'text_left': 1258, 'text_top': 489, 'text_width': 17, 'text_height': 6}, {'text': '247वां', 'conf': 92, 'text_left': 1298, 'text_top': 462, 'text_width': 148, 'text_height': 56}, {'text': 'सत्र', 'conf': 94, 'text_left': 1460, 'text_top': 475, 'text_width': 91, 'text_height': 42}]",1,140,108,673,31," प्रधानमंत्री; श्री सोमनाथ चटर्जी ; पूर्व लोकसभा अध्यक्ष ; श्री अनंत कुमार, रसायन",21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,"{""index"":{""0"":0,""1"":1,""2"":2},""xml_index"":{""0"":1,""1"":2,""2"":3},""text_top"":{""0"":140,""1"":140,""2"":140},""text_left"":{""0"":108,""1"":559,""2"":566},""text_width"":{""0"":438,""1"":7,""2"":215},""text_height"":{""0"":31,""1"":31,""2"":31},""text"":{""0"":""\ufffd\u0927\u093e\u0928\u092e\u0902\ufffd\u0940; \ufffd\u0940 \u0938\u094b\u092e\u0928\u093e\u0925 \u091a\u091f\u091c\ufffd, \u092a\u0942\u0935\u0930\u094d \u0932\u094b\u0915\u0938\u092d\u093e \u0905\u0927\u094d\u092f\u0915\u094d\u0937"",""1"":"";"",""2"":"" \ufffd\u0940 \u0905\u0928\u0902\u0924 \u0915\u0941\u092e\u093e\u0930, \u0930\u0938\u093e\u092f\u0928 ""},""font_size"":{""0"":21,""1"":21,""2"":21},""font_family"":{""0"":""TJEQHC+DVOTYogeshNormal"",""1"":""MBSANQ+DVOTYogeshNormal"",""2"":""TJEQHC+DVOTYogeshNormal""},""font_color"":{""0"":""#000000"",""1"":""#000000"",""2"":""#000000""},""attrib"":{""0"":"""",""1"":"""",""2"":""""},""font_family_updated"":{""0"":""DVOTYogeshNormal"",""1"":""DVOTYogeshNormal"",""2"":""DVOTYogeshNormal""},""font_size_updated"":{""0"":19,""1"":19,""2"":19}}","[{'text': 'प्रधानमंत्री;', 'conf': 75, 'text_left': 300, 'text_top': 403, 'text_width': 250, 'text_height': 97}, {'text': 'श्री', 'conf': 96, 'text_left': 577, 'text_top': 408, 'text_width': 61, 'text_height': 58}, {'text': 'सोमनाथ', 'conf': 96, 'text_left': 653, 'text_top': 389, 'text_width': 199, 'text_height': 77}, {'text': 'चटर्जी', 'conf': 95, 'text_left': 851, 'text_top': 402, 'text_width': 154, 'text_height': 98}, {'text': ';', 'conf': 29, 'text_left': 1024, 'text_top': 456, 'text_width': 11, 'text_height': 19}, {'text': 'पूर्व', 'conf': 90, 'text_left': 1054, 'text_top': 406, 'text_width': 72, 'text_height': 79}, {'text': 'लोकसभा', 'conf': 96, 'text_left': 1112, 'text_top': 402, 'text_width': 240, 'text_height': 98}, {'text': 'अध्यक्ष', 'conf': 91, 'text_left': 1374, 'text_top': 424, 'text_width': 148, 'text_height': 43}, {'text': ';', 'conf': 91, 'text_left': 1562, 'text_top': 439, 'text_width': 13, 'text_height': 37}, {'text': 'श्री', 'conf': 95, 'text_left': 1593, 'text_top': 408, 'text_width': 61, 'text_height': 58}, {'text': 'अनंत', 'conf': 60, 'text_left': 1670, 'text_top': 425, 'text_width': 124, 'text_height': 41}, {'text': 'कुमार,', 'conf': 96, 'text_left': 1809, 'text_top': 425, 'text_width': 155, 'text_height': 59}, {'text': 'रसायन', 'conf': 96, 'text_left': 1955, 'text_top': 403, 'text_width': 201, 'text_height': 97}]"
2,4,209,369,154,31," (9 जनवरी, 209)",21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":4,""1"":5},""text_top"":{""0"":209,""1"":209},""text_left"":{""0"":369,""1"":473},""text_width"":{""0"":104,""1"":50},""text_height"":{""0"":31,""1"":31},""text"":{""0"":""(9 \u091c\u0928\u0935\u0930\u0940, "",""1"":""2019)""},""font_size"":{""0"":21,""1"":21},""font_family"":{""0"":""TJEQHC+DVOTYogeshNormal"",""1"":""MBSANQ+DVOTYogeshNormal""},""font_color"":{""0"":""#000000"",""1"":""#000000""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""DVOTYogeshNormal"",""1"":""DVOTYogeshNormal""},""font_size_updated"":{""0"":19,""1"":19}}","[{'text': '(9', 'conf': 95, 'text_left': 1037, 'text_top': 606, 'text_width': 54, 'text_height': 69}, {'text': 'जनवरी,', 'conf': 93, 'text_left': 1105, 'text_top': 598, 'text_width': 195, 'text_height': 68}, {'text': '209)', 'conf': 0, 'text_left': 1321, 'text_top': 606, 'text_width': 136, 'text_height': 69}]",4,173,108,678,31, और उर्वरक मंत्री तथा संसदीय कार्य मंत्री के निधन का उल्लेख किया गया | सभा में,21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': 'और', 'conf': 96, 'text_left': 306, 'text_top': 496, 'text_width': 92, 'text_height': 60}, {'text': 'उर्वरक', 'conf': 94, 'text_left': 414, 'text_top': 496, 'text_width': 162, 'text_height': 60}, {'text': 'मंत्री', 'conf': 94, 'text_left': 590, 'text_top': 498, 'text_width': 99, 'text_height': 58}, {'text': 'तथा', 'conf': 92, 'text_left': 704, 'text_top': 492, 'text_width': 100, 'text_height': 99}, {'text': 'संसदीय', 'conf': 96, 'text_left': 802, 'text_top': 492, 'text_width': 193, 'text_height': 99}, {'text': 'कार्य', 'conf': 95, 'text_left': 1022, 'text_top': 480, 'text_width': 109, 'text_height': 76}, {'text': 'मंत्री', 'conf': 96, 'text_left': 1145, 'text_top': 498, 'text_width': 99, 'text_height': 58}, {'text': 'के', 'conf': 97, 'text_left': 1259, 'text_top': 496, 'text_width': 52, 'text_height': 60}, {'text': 'निधन', 'conf': 95, 'text_left': 1322, 'text_top': 497, 'text_width': 133, 'text_height': 94}, {'text': 'का', 'conf': 95, 'text_left': 1473, 'text_top': 515, 'text_width': 69, 'text_height': 41}, {'text': 'उल्लेख', 'conf': 59, 'text_left': 1557, 'text_top': 496, 'text_width': 173, 'text_height': 60}, {'text': 'किया', 'conf': 96, 'text_left': 1728, 'text_top': 480, 'text_width': 139, 'text_height': 111}, {'text': 'गया', 'conf': 96, 'text_left': 1867, 'text_top': 480, 'text_width': 111, 'text_height': 111}, {'text': '|', 'conf': 75, 'text_left': 1992, 'text_top': 514, 'text_width': 5, 'text_height': 42}, {'text': 'सभा', 'conf': 93, 'text_left': 1998, 'text_top': 492, 'text_width': 94, 'text_height': 99}, {'text': 'में', 'conf': 95, 'text_left': 2091, 'text_top': 492, 'text_width': 75, 'text_height': 99}]"
3,6,260,162,626,31," श्री सभापतिः माननीय सदस्यों , राज्य सभा का 24 7वां सत्र , जो दिसम्बर ,",21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,"{""index"":{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6},""xml_index"":{""0"":6,""1"":7,""2"":8,""3"":9,""4"":10,""5"":11,""6"":12},""text_top"":{""0"":260,""1"":260,""2"":260,""3"":260,""4"":260,""5"":260,""6"":260},""text_left"":{""0"":162,""1"":260,""2"":268,""3"":545,""4"":579,""5"":640,""6"":648},""text_width"":{""0"":99,""1"":8,""2"":277,""3"":33,""4"":56,""5"":8,""6"":140},""text_height"":{""0"":31,""1"":31,""2"":31,""3"":31,""4"":31,""5"":31,""6"":31},""text"":{""0"":""\ufffd\u0940 \u0938\u092d\u093e\u092a\u093f\u0924"",""1"":"":"",""2"":"" \u092e\u093e\u0928\u0928\u0940\u092f \u0938\u0926\u0938\u094d\u092f\u094b\u0902, \u0930\u093e\u091c\u094d\u092f \u0938\u092d\u093e \u0915\u093e "",""3"":""247"",""4"":""\u0935\u093e\u0902 \u0938\ufffd"",""5"":"","",""6"":"" \u091c\u094b 11 \u093f\u0926\u0938\u092e\u094d\u092c\u0930, ""},""font_size"":{""0"":21,""1"":21,""2"":21,""3"":21,""4"":21,""5"":21,""6"":21},""font_family"":{""0"":""TJEQHC+DVOTYogeshNormal"",""1"":""MBSANQ+DVOTYogeshNormal"",""2"":""TJEQHC+DVOTYogeshNormal"",""3"":""MBSANQ+DVOTYogeshNormal"",""4"":""TJEQHC+DVOTYogeshNormal"",""5"":""MBSANQ+DVOTYogeshNormal"",""6"":""TJEQHC+DVOTYogeshNormal""},""font_color"":{""0"":""#000000"",""1"":""#000000"",""2"":""#000000"",""3"":""#000000"",""4"":""#000000"",""5"":""#000000"",""6"":""#000000""},""attrib"":{""0"":"""",""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":""""},""font_family_updated"":{""0"":""DVOTYogeshNormal"",""1"":""DVOTYogeshNormal"",""2"":""DVOTYogeshNormal"",""3"":""DVOTYogeshNormal"",""4"":""DVOTYogeshNormal"",""5"":""DVOTYogeshNormal"",""6"":""DVOTYogeshNormal""},""font_size_updated"":{""0"":19,""1"":19,""2"":19,""3"":19,""4"":19,""5"":19,""6"":19}}","[{'text': 'श्री', 'conf': 92, 'text_left': 450, 'text_top': 735, 'text_width': 70, 'text_height': 98}, {'text': 'सभापतिः', 'conf': 83, 'text_left': 533, 'text_top': 738, 'text_width': 216, 'text_height': 60}, {'text': 'माननीय', 'conf': 95, 'text_left': 767, 'text_top': 739, 'text_width': 191, 'text_height': 58}, {'text': 'सदस्यों', 'conf': 73, 'text_left': 972, 'text_top': 737, 'text_width': 173, 'text_height': 62}, {'text': ',', 'conf': 73, 'text_left': 1151, 'text_top': 787, 'text_width': 11, 'text_height': 19}, {'text': 'राज्य', 'conf': 96, 'text_left': 1182, 'text_top': 756, 'text_width': 122, 'text_height': 77}, {'text': 'सभा', 'conf': 96, 'text_left': 1318, 'text_top': 755, 'text_width': 103, 'text_height': 78}, {'text': 'का', 'conf': 96, 'text_left': 1436, 'text_top': 756, 'text_width': 69, 'text_height': 41}, {'text': '24', 'conf': 95, 'text_left': 1521, 'text_top': 756, 'text_width': 57, 'text_height': 77}, {'text': '7वां', 'conf': 28, 'text_left': 1585, 'text_top': 743, 'text_width': 80, 'text_height': 54}, {'text': 'सत्र', 'conf': 28, 'text_left': 1680, 'text_top': 756, 'text_width': 88, 'text_height': 41}, {'text': ',', 'conf': 90, 'text_left': 1789, 'text_top': 787, 'text_width': 11, 'text_height': 19}, {'text': 'जो', 'conf': 96, 'text_left': 1820, 'text_top': 737, 'text_width': 67, 'text_height': 60}, {'text': 'दिसम्बर', 'conf': 96, 'text_left': 1943, 'text_top': 733, 'text_width': 213, 'text_height': 100}, {'text': ',', 'conf': 70, 'text_left': 2164, 'text_top': 787, 'text_width': 11, 'text_height': 19}]",5,206,108,668,31, संयुक्त राज्य अमरीका के पूर्व राष्ट्रपति श्री जॉर्ज एच. डब्ल्यू. बुश के निधन का भी,21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': 'संयुक्त', 'conf': 83, 'text_left': 305, 'text_top': 593, 'text_width': 159, 'text_height': 90}, {'text': 'राज्य', 'conf': 96, 'text_left': 479, 'text_top': 606, 'text_width': 122, 'text_height': 77}, {'text': 'अमरीका', 'conf': 95, 'text_left': 616, 'text_top': 589, 'text_width': 201, 'text_height': 58}, {'text': 'के', 'conf': 96, 'text_left': 832, 'text_top': 587, 'text_width': 52, 'text_height': 60}, {'text': 'पूर्व', 'conf': 86, 'text_left': 898, 'text_top': 587, 'text_width': 72, 'text_height': 79}, {'text': 'राष्ट्रपति', 'conf': 95, 'text_left': 985, 'text_top': 588, 'text_width': 199, 'text_height': 70}, {'text': 'श्री', 'conf': 95, 'text_left': 1201, 'text_top': 589, 'text_width': 61, 'text_height': 58}, {'text': 'जॉर्ज', 'conf': 96, 'text_left': 1276, 'text_top': 587, 'text_width': 117, 'text_height': 60}, {'text': 'एच.', 'conf': 92, 'text_left': 1408, 'text_top': 606, 'text_width': 96, 'text_height': 49}, {'text': 'डब्ल्यू.', 'conf': 73, 'text_left': 1524, 'text_top': 606, 'text_width': 149, 'text_height': 60}, {'text': 'बुश', 'conf': 92, 'text_left': 1693, 'text_top': 606, 'text_width': 83, 'text_height': 59}, {'text': 'के', 'conf': 96, 'text_left': 1790, 'text_top': 587, 'text_width': 52, 'text_height': 60}, {'text': 'निधन', 'conf': 96, 'text_left': 1857, 'text_top': 588, 'text_width': 133, 'text_height': 59}, {'text': 'का', 'conf': 96, 'text_left': 2005, 'text_top': 606, 'text_width': 69, 'text_height': 41}, {'text': 'भी', 'conf': 96, 'text_left': 2090, 'text_top': 589, 'text_width': 56, 'text_height': 58}]"
4,13,293,108,670,31," 2078 को प्रारंभ हुआ था, आज समाप्त हो रहा है। कुल मिलाकर सभा की 8 बैठकें",21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': '2078', 'conf': 0, 'text_left': 306, 'text_top': 848, 'text_width': 76, 'text_height': 78}, {'text': 'को', 'conf': 96, 'text_left': 391, 'text_top': 829, 'text_width': 112, 'text_height': 97}, {'text': 'प्रारंभ', 'conf': 92, 'text_left': 518, 'text_top': 835, 'text_width': 125, 'text_height': 91}, {'text': 'हुआ', 'conf': 96, 'text_left': 657, 'text_top': 848, 'text_width': 100, 'text_height': 59}, {'text': 'था,', 'conf': 96, 'text_left': 787, 'text_top': 847, 'text_width': 76, 'text_height': 79}, {'text': 'आज', 'conf': 96, 'text_left': 883, 'text_top': 848, 'text_width': 111, 'text_height': 41}, {'text': 'समाप्त', 'conf': 96, 'text_left': 1009, 'text_top': 848, 'text_width': 159, 'text_height': 78}, {'text': 'हो', 'conf': 96, 'text_left': 1183, 'text_top': 829, 'text_width': 55, 'text_height': 63}, {'text': 'रहा', 'conf': 93, 'text_left': 1253, 'text_top': 848, 'text_width': 86, 'text_height': 78}, {'text': 'है।', 'conf': 93, 'text_left': 1354, 'text_top': 829, 'text_width': 58, 'text_height': 97}, {'text': 'कुल', 'conf': 96, 'text_left': 1424, 'text_top': 848, 'text_width': 99, 'text_height': 78}, {'text': 'मिलाकर', 'conf': 96, 'text_left': 1537, 'text_top': 830, 'text_width': 203, 'text_height': 96}, {'text': 'सभा', 'conf': 96, 'text_left': 1754, 'text_top': 847, 'text_width': 103, 'text_height': 42}, {'text': 'की', 'conf': 93, 'text_left': 1871, 'text_top': 831, 'text_width': 69, 'text_height': 58}, {'text': '8', 'conf': 0, 'text_left': 1959, 'text_top': 848, 'text_width': 48, 'text_height': 41}, {'text': 'बैठकें', 'conf': 87, 'text_left': 2024, 'text_top': 823, 'text_width': 128, 'text_height': 103}]",6,239,108,170,31, उल्लेख किया गया।,21,TJEQHC+DVOTYogeshNormal,#000000,,DVOTYogeshNormal,19,,"[{'text': 'उल्लेख', 'conf': 39, 'text_left': 305, 'text_top': 664, 'text_width': 173, 'text_height': 75}, {'text': 'किया', 'conf': 91, 'text_left': 494, 'text_top': 680, 'text_width': 126, 'text_height': 59}, {'text': 'गया।', 'conf': 90, 'text_left': 634, 'text_top': 697, 'text_width': 111, 'text_height': 42}]"
